"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
26,苗栗,10,風速,WIND_SPEED,m/sec,2024-01-03,3.8
26,苗栗,7,二氧化氮,NO2,ppb,2024-01-03,7.7
26,苗栗,6,一氧化氮,NO,ppb,2024-01-03,1.2
26,苗栗,5,氮氧化物,NOx,ppb,2024-01-03,9
26,苗栗,4,懸浮微粒,PM10,μg/m3,2024-01-03,36
26,苗栗,3,臭氧,O3,ppb,2024-01-03,40.8
26,苗栗,2,一氧化碳,CO,ppm,2024-01-03,0.3
26,苗栗,1,二氧化硫,SO2,ppb,2024-01-03,1.7
25,頭份,143,小時風速值,WS_HR,m/sec,2024-01-03,1.8
25,頭份,38,相對濕度,RH,%,2024-01-03,80
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,19.5
25,頭份,31,甲烷,CH4,ppm,2024-01-03,2.02
25,頭份,14,溫度,AMB_TEMP,℃,2024-01-03,16.8
25,頭份,10,風速,WIND_SPEED,m/sec,2024-01-03,2.7
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.07
25,頭份,8,總碳氫化物,THC,ppm,2024-01-03,2.09
25,頭份,7,二氧化氮,NO2,ppb,2024-01-03,9
25,頭份,6,一氧化氮,NO,ppb,2024-01-03,1.4
25,頭份,5,氮氧化物,NOx,ppb,2024-01-03,10.5
25,頭份,4,懸浮微粒,PM10,μg/m3,2024-01-03,35
25,頭份,3,臭氧,O3,ppb,2024-01-03,41.5
25,頭份,2,一氧化碳,CO,ppm,2024-01-03,0.35
25,頭份,1,二氧化硫,SO2,ppb,2024-01-03,2.1
24,新竹,143,小時風速值,WS_HR,m/sec,2024-01-03,2
24,新竹,38,相對濕度,RH,%,2024-01-03,85
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,19.6
24,新竹,31,甲烷,CH4,ppm,2024-01-03,2.06
24,新竹,14,溫度,AMB_TEMP,℃,2024-01-03,16.5
24,新竹,10,風速,WIND_SPEED,m/sec,2024-01-03,2.4
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.08
24,新竹,8,總碳氫化物,THC,ppm,2024-01-03,2.14
24,新竹,7,二氧化氮,NO2,ppb,2024-01-03,10.3
24,新竹,6,一氧化氮,NO,ppb,2024-01-03,0.8
24,新竹,5,氮氧化物,NOx,ppb,2024-01-03,11.2
24,新竹,4,懸浮微粒,PM10,μg/m3,2024-01-03,29
24,新竹,3,臭氧,O3,ppb,2024-01-03,38.6
24,新竹,2,一氧化碳,CO,ppm,2024-01-03,0.37
24,新竹,1,二氧化硫,SO2,ppb,2024-01-03,1.3
23,竹東,143,小時風速值,WS_HR,m/sec,2024-01-03,2.2
23,竹東,38,相對濕度,RH,%,2024-01-03,91
23,竹東,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,19.7
23,竹東,14,溫度,AMB_TEMP,℃,2024-01-03,14.8
23,竹東,10,風速,WIND_SPEED,m/sec,2024-01-03,2.6
23,竹東,7,二氧化氮,NO2,ppb,2024-01-03,8.6
23,竹東,6,一氧化氮,NO,ppb,2024-01-03,0.6
23,竹東,5,氮氧化物,NOx,ppb,2024-01-03,9.3
23,竹東,4,懸浮微粒,PM10,μg/m3,2024-01-03,28
23,竹東,3,臭氧,O3,ppb,2024-01-03,35.9
23,竹東,2,一氧化碳,CO,ppm,2024-01-03,0.33
23,竹東,1,二氧化硫,SO2,ppb,2024-01-03,0.4
22,湖口,143,小時風速值,WS_HR,m/sec,2024-01-03,3.5
22,湖口,38,相對濕度,RH,%,2024-01-03,82
22,湖口,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,19.8
22,湖口,14,溫度,AMB_TEMP,℃,2024-01-03,15.5
22,湖口,10,風速,WIND_SPEED,m/sec,2024-01-03,3.9
22,湖口,7,二氧化氮,NO2,ppb,2024-01-03,8
22,湖口,6,一氧化氮,NO,ppb,2024-01-03,0.9
22,湖口,5,氮氧化物,NOx,ppb,2024-01-03,9.1
22,湖口,4,懸浮微粒,PM10,μg/m3,2024-01-03,32
22,湖口,3,臭氧,O3,ppb,2024-01-03,41.4
22,湖口,2,一氧化碳,CO,ppm,2024-01-03,0.31
22,湖口,1,二氧化硫,SO2,ppb,2024-01-03,1
21,龍潭,143,小時風速值,WS_HR,m/sec,2024-01-03,3
21,龍潭,38,相對濕度,RH,%,2024-01-03,93
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,20.2
21,龍潭,14,溫度,AMB_TEMP,℃,2024-01-03,14
21,龍潭,10,風速,WIND_SPEED,m/sec,2024-01-03,3.5
21,龍潭,7,二氧化氮,NO2,ppb,2024-01-03,12.9
21,龍潭,6,一氧化氮,NO,ppb,2024-01-03,1.3
21,龍潭,5,氮氧化物,NOx,ppb,2024-01-03,14.4
21,龍潭,4,懸浮微粒,PM10,μg/m3,2024-01-03,32
21,龍潭,3,臭氧,O3,ppb,2024-01-03,36.1
21,龍潭,2,一氧化碳,CO,ppm,2024-01-03,0.37
21,龍潭,1,二氧化硫,SO2,ppb,2024-01-03,1.1
20,平鎮,143,小時風速值,WS_HR,m/sec,2024-01-03,1.8
20,平鎮,38,相對濕度,RH,%,2024-01-03,82
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,19.9
20,平鎮,14,溫度,AMB_TEMP,℃,2024-01-03,15.3
20,平鎮,10,風速,WIND_SPEED,m/sec,2024-01-03,2
20,平鎮,7,二氧化氮,NO2,ppb,2024-01-03,17.1
20,平鎮,6,一氧化氮,NO,ppb,2024-01-03,1.5
20,平鎮,5,氮氧化物,NOx,ppb,2024-01-03,18.6
20,平鎮,4,懸浮微粒,PM10,μg/m3,2024-01-03,31
20,平鎮,3,臭氧,O3,ppb,2024-01-03,33.1
20,平鎮,2,一氧化碳,CO,ppm,2024-01-03,0.42
20,平鎮,1,二氧化硫,SO2,ppb,2024-01-03,0.8
19,觀音,143,小時風速值,WS_HR,m/sec,2024-01-03,3.7
19,觀音,38,相對濕度,RH,%,2024-01-03,77
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,19.5
19,觀音,14,溫度,AMB_TEMP,℃,2024-01-03,16.1
19,觀音,10,風速,WIND_SPEED,m/sec,2024-01-03,5
19,觀音,7,二氧化氮,NO2,ppb,2024-01-03,6.8
19,觀音,6,一氧化氮,NO,ppb,2024-01-03,0.7
19,觀音,5,氮氧化物,NOx,ppb,2024-01-03,7.6
19,觀音,4,懸浮微粒,PM10,μg/m3,2024-01-03,37
19,觀音,3,臭氧,O3,ppb,2024-01-03,43.2
19,觀音,2,一氧化碳,CO,ppm,2024-01-03,0.28
19,觀音,1,二氧化硫,SO2,ppb,2024-01-03,0.8
18,大園,143,小時風速值,WS_HR,m/sec,2024-01-03,4.7
18,大園,38,相對濕度,RH,%,2024-01-03,77
18,大園,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,19.5
18,大園,14,溫度,AMB_TEMP,℃,2024-01-03,15.5
18,大園,10,風速,WIND_SPEED,m/sec,2024-01-03,5.1
18,大園,7,二氧化氮,NO2,ppb,2024-01-03,10.9
18,大園,6,一氧化氮,NO,ppb,2024-01-03,0.6
18,大園,5,氮氧化物,NOx,ppb,2024-01-03,11.6
18,大園,4,懸浮微粒,PM10,μg/m3,2024-01-03,33
18,大園,3,臭氧,O3,ppb,2024-01-03,39.5
18,大園,2,一氧化碳,CO,ppm,2024-01-03,0.32
18,大園,1,二氧化硫,SO2,ppb,2024-01-03,1.2
17,桃園,143,小時風速值,WS_HR,m/sec,2024-01-03,2.1
17,桃園,38,相對濕度,RH,%,2024-01-03,85
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,18.4
17,桃園,31,甲烷,CH4,ppm,2024-01-03,2.12
17,桃園,14,溫度,AMB_TEMP,℃,2024-01-03,15.3
17,桃園,10,風速,WIND_SPEED,m/sec,2024-01-03,2.4
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.1
17,桃園,8,總碳氫化物,THC,ppm,2024-01-03,2.22
17,桃園,7,二氧化氮,NO2,ppb,2024-01-03,12.8
17,桃園,6,一氧化氮,NO,ppb,2024-01-03,0.8
17,桃園,5,氮氧化物,NOx,ppb,2024-01-03,13.6
17,桃園,4,懸浮微粒,PM10,μg/m3,2024-01-03,30
17,桃園,3,臭氧,O3,ppb,2024-01-03,35.8
17,桃園,2,一氧化碳,CO,ppm,2024-01-03,0.4
17,桃園,1,二氧化硫,SO2,ppb,2024-01-03,0.9
16,大同,143,小時風速值,WS_HR,m/sec,2024-01-03,
16,大同,38,相對濕度,RH,%,2024-01-03,80
16,大同,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,20.5
16,大同,31,甲烷,CH4,ppm,2024-01-03,2.16
16,大同,14,溫度,AMB_TEMP,℃,2024-01-03,
16,大同,10,風速,WIND_SPEED,m/sec,2024-01-03,
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.22
16,大同,8,總碳氫化物,THC,ppm,2024-01-03,2.39
16,大同,7,二氧化氮,NO2,ppb,2024-01-03,26.8
16,大同,6,一氧化氮,NO,ppb,2024-01-03,18.6
16,大同,5,氮氧化物,NOx,ppb,2024-01-03,45.5
16,大同,4,懸浮微粒,PM10,μg/m3,2024-01-03,29
16,大同,3,臭氧,O3,ppb,2024-01-03,19.3
16,大同,2,一氧化碳,CO,ppm,2024-01-03,0.83
16,大同,1,二氧化硫,SO2,ppb,2024-01-03,1.1
15,松山,143,小時風速值,WS_HR,m/sec,2024-01-03,0.7
15,松山,38,相對濕度,RH,%,2024-01-03,78
15,松山,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,20.4
15,松山,31,甲烷,CH4,ppm,2024-01-03,2.17
15,松山,14,溫度,AMB_TEMP,℃,2024-01-03,16.1
15,松山,10,風速,WIND_SPEED,m/sec,2024-01-03,0.9
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.12
15,松山,8,總碳氫化物,THC,ppm,2024-01-03,2.29
15,松山,7,二氧化氮,NO2,ppb,2024-01-03,19.9
15,松山,6,一氧化氮,NO,ppb,2024-01-03,4.3
15,松山,5,氮氧化物,NOx,ppb,2024-01-03,24.3
15,松山,4,懸浮微粒,PM10,μg/m3,2024-01-03,27
15,松山,3,臭氧,O3,ppb,2024-01-03,21.4
15,松山,2,一氧化碳,CO,ppm,2024-01-03,0.45
15,松山,1,二氧化硫,SO2,ppb,2024-01-03,0.7
14,古亭,143,小時風速值,WS_HR,m/sec,2024-01-03,0.8
14,古亭,38,相對濕度,RH,%,2024-01-03,78
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,16.9
14,古亭,31,甲烷,CH4,ppm,2024-01-03,2.12
14,古亭,14,溫度,AMB_TEMP,℃,2024-01-03,15.8
14,古亭,10,風速,WIND_SPEED,m/sec,2024-01-03,1.1
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.11
14,古亭,8,總碳氫化物,THC,ppm,2024-01-03,2.24
14,古亭,7,二氧化氮,NO2,ppb,2024-01-03,16
14,古亭,6,一氧化氮,NO,ppb,2024-01-03,1.9
14,古亭,5,氮氧化物,NOx,ppb,2024-01-03,18
14,古亭,4,懸浮微粒,PM10,μg/m3,2024-01-03,25
14,古亭,3,臭氧,O3,ppb,2024-01-03,27
14,古亭,2,一氧化碳,CO,ppm,2024-01-03,0.42
14,古亭,1,二氧化硫,SO2,ppb,2024-01-03,0.6
13,萬華,143,小時風速值,WS_HR,m/sec,2024-01-03,0.9
13,萬華,38,相對濕度,RH,%,2024-01-03,75
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,18.3
13,萬華,31,甲烷,CH4,ppm,2024-01-03,2.27
13,萬華,14,溫度,AMB_TEMP,℃,2024-01-03,16.1
13,萬華,10,風速,WIND_SPEED,m/sec,2024-01-03,1.4
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.15
13,萬華,8,總碳氫化物,THC,ppm,2024-01-03,2.43
13,萬華,7,二氧化氮,NO2,ppb,2024-01-03,21.1
13,萬華,6,一氧化氮,NO,ppb,2024-01-03,2.8
13,萬華,5,氮氧化物,NOx,ppb,2024-01-03,24
13,萬華,4,懸浮微粒,PM10,μg/m3,2024-01-03,28
13,萬華,3,臭氧,O3,ppb,2024-01-03,26.1
13,萬華,2,一氧化碳,CO,ppm,2024-01-03,0.52
13,萬華,1,二氧化硫,SO2,ppb,2024-01-03,1
12,中山,143,小時風速值,WS_HR,m/sec,2024-01-03,0.4
12,中山,38,相對濕度,RH,%,2024-01-03,75
12,中山,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,18.8
12,中山,31,甲烷,CH4,ppm,2024-01-03,2.24
12,中山,14,溫度,AMB_TEMP,℃,2024-01-03,16.6
12,中山,10,風速,WIND_SPEED,m/sec,2024-01-03,0.7
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.18
12,中山,8,總碳氫化物,THC,ppm,2024-01-03,2.43
12,中山,7,二氧化氮,NO2,ppb,2024-01-03,26.2
12,中山,6,一氧化氮,NO,ppb,2024-01-03,9.6
12,中山,5,氮氧化物,NOx,ppb,2024-01-03,35.9
12,中山,4,懸浮微粒,PM10,μg/m3,2024-01-03,28
12,中山,3,臭氧,O3,ppb,2024-01-03,21.1
12,中山,2,一氧化碳,CO,ppm,2024-01-03,0.61
12,中山,1,二氧化硫,SO2,ppb,2024-01-03,0.8
11,士林,143,小時風速值,WS_HR,m/sec,2024-01-03,0.5
11,士林,38,相對濕度,RH,%,2024-01-03,70
11,士林,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,15.5
11,士林,14,溫度,AMB_TEMP,℃,2024-01-03,16.4
11,士林,10,風速,WIND_SPEED,m/sec,2024-01-03,1
11,士林,7,二氧化氮,NO2,ppb,2024-01-03,14.9
11,士林,6,一氧化氮,NO,ppb,2024-01-03,1.2
11,士林,5,氮氧化物,NOx,ppb,2024-01-03,16.2
11,士林,4,懸浮微粒,PM10,μg/m3,2024-01-03,23
11,士林,3,臭氧,O3,ppb,2024-01-03,31.5
11,士林,2,一氧化碳,CO,ppm,2024-01-03,0.38
11,士林,1,二氧化硫,SO2,ppb,2024-01-03,0.5
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,18.3
10,淡水,7,二氧化氮,NO2,ppb,2024-01-03,9.9
10,淡水,6,一氧化氮,NO,ppb,2024-01-03,0.8
10,淡水,5,氮氧化物,NOx,ppb,2024-01-03,10.8
10,淡水,4,懸浮微粒,PM10,μg/m3,2024-01-03,30
10,淡水,3,臭氧,O3,ppb,2024-01-03,36.4
10,淡水,2,一氧化碳,CO,ppm,2024-01-03,0.39
10,淡水,1,二氧化硫,SO2,ppb,2024-01-03,1.1
9,林口,143,小時風速值,WS_HR,m/sec,2024-01-03,2.9
9,林口,38,相對濕度,RH,%,2024-01-03,88
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,15.1
9,林口,14,溫度,AMB_TEMP,℃,2024-01-03,14.1
9,林口,10,風速,WIND_SPEED,m/sec,2024-01-03,3.2
9,林口,7,二氧化氮,NO2,ppb,2024-01-03,10.5
9,林口,6,一氧化氮,NO,ppb,2024-01-03,1.6
9,林口,5,氮氧化物,NOx,ppb,2024-01-03,12.2
9,林口,4,懸浮微粒,PM10,μg/m3,2024-01-03,27
9,林口,3,臭氧,O3,ppb,2024-01-03,36.9
9,林口,2,一氧化碳,CO,ppm,2024-01-03,0.35
9,林口,1,二氧化硫,SO2,ppb,2024-01-03,0.7
8,菜寮,143,小時風速值,WS_HR,m/sec,2024-01-03,1.4
8,菜寮,38,相對濕度,RH,%,2024-01-03,78
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,18
8,菜寮,14,溫度,AMB_TEMP,℃,2024-01-03,16.3
8,菜寮,10,風速,WIND_SPEED,m/sec,2024-01-03,2
8,菜寮,7,二氧化氮,NO2,ppb,2024-01-03,16.9
8,菜寮,6,一氧化氮,NO,ppb,2024-01-03,4.5
8,菜寮,5,氮氧化物,NOx,ppb,2024-01-03,21.5
8,菜寮,4,懸浮微粒,PM10,μg/m3,2024-01-03,29
8,菜寮,3,臭氧,O3,ppb,2024-01-03,31.2
8,菜寮,2,一氧化碳,CO,ppm,2024-01-03,0.47
8,菜寮,1,二氧化硫,SO2,ppb,2024-01-03,0.9
7,新莊,143,小時風速值,WS_HR,m/sec,2024-01-03,3.5
7,新莊,38,相對濕度,RH,%,2024-01-03,83
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,17.9
7,新莊,14,溫度,AMB_TEMP,℃,2024-01-03,15.5
7,新莊,10,風速,WIND_SPEED,m/sec,2024-01-03,3.7
7,新莊,7,二氧化氮,NO2,ppb,2024-01-03,13.5
7,新莊,6,一氧化氮,NO,ppb,2024-01-03,1.1
7,新莊,5,氮氧化物,NOx,ppb,2024-01-03,14.7
7,新莊,4,懸浮微粒,PM10,μg/m3,2024-01-03,26
7,新莊,3,臭氧,O3,ppb,2024-01-03,32.7
7,新莊,2,一氧化碳,CO,ppm,2024-01-03,0.4
7,新莊,1,二氧化硫,SO2,ppb,2024-01-03,0.7
6,板橋,143,小時風速值,WS_HR,m/sec,2024-01-03,2
6,板橋,38,相對濕度,RH,%,2024-01-03,83
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,17.2
6,板橋,31,甲烷,CH4,ppm,2024-01-03,2.06
6,板橋,14,溫度,AMB_TEMP,℃,2024-01-03,15.9
6,板橋,10,風速,WIND_SPEED,m/sec,2024-01-03,2.4
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.14
6,板橋,8,總碳氫化物,THC,ppm,2024-01-03,2.22
6,板橋,7,二氧化氮,NO2,ppb,2024-01-03,15.5
6,板橋,6,一氧化氮,NO,ppb,2024-01-03,1.6
6,板橋,5,氮氧化物,NOx,ppb,2024-01-03,17.2
6,板橋,4,懸浮微粒,PM10,μg/m3,2024-01-03,29
6,板橋,3,臭氧,O3,ppb,2024-01-03,30.1
6,板橋,2,一氧化碳,CO,ppm,2024-01-03,0.48
6,板橋,1,二氧化硫,SO2,ppb,2024-01-03,1
5,土城,143,小時風速值,WS_HR,m/sec,2024-01-03,0.9
5,土城,38,相對濕度,RH,%,2024-01-03,85
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,20
5,土城,31,甲烷,CH4,ppm,2024-01-03,2.11
5,土城,14,溫度,AMB_TEMP,℃,2024-01-03,15.8
5,土城,10,風速,WIND_SPEED,m/sec,2024-01-03,1.5
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.15
5,土城,8,總碳氫化物,THC,ppm,2024-01-03,2.25
5,土城,7,二氧化氮,NO2,ppb,2024-01-03,15.4
5,土城,6,一氧化氮,NO,ppb,2024-01-03,1.8
5,土城,5,氮氧化物,NOx,ppb,2024-01-03,17.3
5,土城,4,懸浮微粒,PM10,μg/m3,2024-01-03,31
5,土城,3,臭氧,O3,ppb,2024-01-03,28.9
5,土城,2,一氧化碳,CO,ppm,2024-01-03,0.45
5,土城,1,二氧化硫,SO2,ppb,2024-01-03,0.9
4,新店,143,小時風速值,WS_HR,m/sec,2024-01-03,0.9
4,新店,38,相對濕度,RH,%,2024-01-03,84
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,18.7
4,新店,14,溫度,AMB_TEMP,℃,2024-01-03,16
4,新店,10,風速,WIND_SPEED,m/sec,2024-01-03,1.2
4,新店,7,二氧化氮,NO2,ppb,2024-01-03,14
4,新店,6,一氧化氮,NO,ppb,2024-01-03,1.2
4,新店,5,氮氧化物,NOx,ppb,2024-01-03,15.4
4,新店,4,懸浮微粒,PM10,μg/m3,2024-01-03,27
4,新店,3,臭氧,O3,ppb,2024-01-03,30.6
4,新店,2,一氧化碳,CO,ppm,2024-01-03,0.41
4,新店,1,二氧化硫,SO2,ppb,2024-01-03,0.5
3,萬里,143,小時風速值,WS_HR,m/sec,2024-01-03,6
3,萬里,38,相對濕度,RH,%,2024-01-03,72
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,17.2
3,萬里,32,降雨強度,RAIN_INT,㎜,2024-01-03,3.3
3,萬里,14,溫度,AMB_TEMP,℃,2024-01-03,16
3,萬里,10,風速,WIND_SPEED,m/sec,2024-01-03,6.5
3,萬里,7,二氧化氮,NO2,ppb,2024-01-03,3.4
3,萬里,6,一氧化氮,NO,ppb,2024-01-03,0.8
3,萬里,5,氮氧化物,NOx,ppb,2024-01-03,4.3
3,萬里,4,懸浮微粒,PM10,μg/m3,2024-01-03,47
3,萬里,3,臭氧,O3,ppb,2024-01-03,44.6
3,萬里,2,一氧化碳,CO,ppm,2024-01-03,0.32
3,萬里,1,二氧化硫,SO2,ppb,2024-01-03,0.9
2,汐止,143,小時風速值,WS_HR,m/sec,2024-01-03,1.2
2,汐止,38,相對濕度,RH,%,2024-01-03,83
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,18
2,汐止,14,溫度,AMB_TEMP,℃,2024-01-03,15.4
2,汐止,10,風速,WIND_SPEED,m/sec,2024-01-03,1.5
2,汐止,7,二氧化氮,NO2,ppb,2024-01-03,16.1
2,汐止,6,一氧化氮,NO,ppb,2024-01-03,5.6
2,汐止,5,氮氧化物,NOx,ppb,2024-01-03,21.7
2,汐止,4,懸浮微粒,PM10,μg/m3,2024-01-03,26
2,汐止,3,臭氧,O3,ppb,2024-01-03,25.5
2,汐止,2,一氧化碳,CO,ppm,2024-01-03,0.4
2,汐止,1,二氧化硫,SO2,ppb,2024-01-03,0.8
1,基隆,143,小時風速值,WS_HR,m/sec,2024-01-03,0.8
1,基隆,38,相對濕度,RH,%,2024-01-03,79
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,17.9
1,基隆,31,甲烷,CH4,ppm,2024-01-03,2.17
1,基隆,14,溫度,AMB_TEMP,℃,2024-01-03,15.6
1,基隆,10,風速,WIND_SPEED,m/sec,2024-01-03,1.4
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.11
1,基隆,8,總碳氫化物,THC,ppm,2024-01-03,2.29
1,基隆,7,二氧化氮,NO2,ppb,2024-01-03,12.8
1,基隆,6,一氧化氮,NO,ppb,2024-01-03,1.4
1,基隆,5,氮氧化物,NOx,ppb,2024-01-03,14.3
1,基隆,4,懸浮微粒,PM10,μg/m3,2024-01-03,29
1,基隆,3,臭氧,O3,ppb,2024-01-03,31
1,基隆,2,一氧化碳,CO,ppm,2024-01-03,0.43
1,基隆,1,二氧化硫,SO2,ppb,2024-01-03,1.6
83,麥寮,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,22.5
83,麥寮,38,相對濕度,RH,%,2024-01-03,78
83,麥寮,143,小時風速值,WS_HR,m/sec,2024-01-03,5.4
84,富貴角,1,二氧化硫,SO2,ppb,2024-01-03,0.1
80,關山,3,臭氧,O3,ppb,2024-01-03,27.2
84,富貴角,2,一氧化碳,CO,ppm,2024-01-03,0.26
84,富貴角,3,臭氧,O3,ppb,2024-01-03,50.7
84,富貴角,4,懸浮微粒,PM10,μg/m3,2024-01-03,49
84,富貴角,5,氮氧化物,NOx,ppb,2024-01-03,4.4
84,富貴角,6,一氧化氮,NO,ppb,2024-01-03,0
84,富貴角,7,二氧化氮,NO2,ppb,2024-01-03,4.4
84,富貴角,8,總碳氫化物,THC,ppm,2024-01-03,2.1
84,富貴角,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.05
84,富貴角,10,風速,WIND_SPEED,m/sec,2024-01-03,7.7
84,富貴角,14,溫度,AMB_TEMP,℃,2024-01-03,15.5
84,富貴角,31,甲烷,CH4,ppm,2024-01-03,2.04
84,富貴角,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,18.4
84,富貴角,38,相對濕度,RH,%,2024-01-03,76
84,富貴角,143,小時風速值,WS_HR,m/sec,2024-01-03,7.3
85,大城,1,二氧化硫,SO2,ppb,2024-01-03,0.7
85,大城,2,一氧化碳,CO,ppm,2024-01-03,0.28
85,大城,3,臭氧,O3,ppb,2024-01-03,48.7
85,大城,4,懸浮微粒,PM10,μg/m3,2024-01-03,40
85,大城,5,氮氧化物,NOx,ppb,2024-01-03,5.3
85,大城,6,一氧化氮,NO,ppb,2024-01-03,1
80,關山,2,一氧化碳,CO,ppm,2024-01-03,0.27
80,關山,1,二氧化硫,SO2,ppb,2024-01-03,1
78,馬公,143,小時風速值,WS_HR,m/sec,2024-01-03,4.7
78,馬公,38,相對濕度,RH,%,2024-01-03,70
78,馬公,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,15
78,馬公,31,甲烷,CH4,ppm,2024-01-03,2.02
78,馬公,14,溫度,AMB_TEMP,℃,2024-01-03,18.7
78,馬公,10,風速,WIND_SPEED,m/sec,2024-01-03,5.5
78,馬公,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.02
78,馬公,8,總碳氫化物,THC,ppm,2024-01-03,2.04
78,馬公,7,二氧化氮,NO2,ppb,2024-01-03,3.2
78,馬公,6,一氧化氮,NO,ppb,2024-01-03,0.6
78,馬公,5,氮氧化物,NOx,ppb,2024-01-03,4
78,馬公,4,懸浮微粒,PM10,μg/m3,2024-01-03,25
78,馬公,3,臭氧,O3,ppb,2024-01-03,51.7
78,馬公,2,一氧化碳,CO,ppm,2024-01-03,0.31
78,馬公,1,二氧化硫,SO2,ppb,2024-01-03,0.6
77,金門,143,小時風速值,WS_HR,m/sec,2024-01-03,1
85,大城,7,二氧化氮,NO2,ppb,2024-01-03,4.2
85,大城,8,總碳氫化物,THC,ppm,2024-01-03,2.15
85,大城,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-03,0.03
85,大城,10,風速,WIND_SPEED,m/sec,2024-01-03,8.1
85,大城,14,溫度,AMB_TEMP,℃,2024-01-03,18.2
85,大城,31,甲烷,CH4,ppm,2024-01-03,2.11
85,大城,33,細懸浮微粒,PM2.5,μg/m3,2024-01-03,19.6
85,大城,38,相對濕度,RH,%,2024-01-03,80
85,大城,143,小時風速值,WS_HR,m/sec,2024-01-03,7.9
80,關山,4,懸浮微粒,PM10,μg/m3,2024-01-03,16
80,關山,5,氮氧化物,NOx,ppb,2024-01-03,5.7
80,關山,6,一氧化氮,NO,ppb,2024-01-03,1.3
80,關山,7,二氧化氮,NO2,ppb,2024-01-03,4.3
80,關山,10,風速,WIND_SPEED,m/sec,2024-01-03,1.5
80,關山,14,溫度,AMB_TEMP,℃,2024-01-03,18.6
59,屏東,38,相對濕度,RH,%,2024-01-04,61
5,土城,7,二氧化氮,NO2,ppb,2024-01-04,11.7
5,土城,8,總碳氫化物,THC,ppm,2024-01-04,2.19
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-04,0.12
5,土城,10,風速,WIND_SPEED,m/sec,2024-01-04,1.4
5,土城,14,溫度,AMB_TEMP,℃,2024-01-04,16.5
5,土城,31,甲烷,CH4,ppm,2024-01-04,2.06
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2024-01-04,19.6
5,土城,38,相對濕度,RH,%,2024-01-04,65
5,土城,143,小時風速值,WS_HR,m/sec,2024-01-04,0.5
6,板橋,1,二氧化硫,SO2,ppb,2024-01-04,0.8
6,板橋,2,一氧化碳,CO,ppm,2024-01-04,0.44
6,板橋,3,臭氧,O3,ppb,2024-01-04,29.4
6,板橋,4,懸浮微粒,PM10,μg/m3,2024-01-04,35
6,板橋,5,氮氧化物,NOx,ppb,2024-01-04,18.1
